date,question,answer
2016-12-09,16、合作农户来自于哪里？,答：主要通过当地政府的帮助和引导、公司主动宣传、建立示范户、养户主动加盟等方式进行推广和发展合作农户。
2016-12-09,17、地方政府支持公司发展，动力来源于哪里？,答：“公司+农户（家庭农场）”模式可带动当地农户脱贫致富，为农户带来长期、稳定的收入，符合国家精准扶贫的方针政策；公司在环保领域做得较好，符合国家最新的环保要求，成为当地养殖业的样板；能够带动当地上下游产业链发展。
2016-12-09,10、公司种猪是从国外引进的吗？,答：公司的原种猪有少部分从国外引进，大部分由公司自己选育和繁殖。公司有核心的种猪群，有自己的核心原种猪场。
2016-12-12,9、公司在防疫过程中，疫苗主要是来自哪里？,答：大部分来自大华农事业部，少部分来自公开招标采购。
2016-12-12,14、现在一般的养殖户，以500头为例，需要多少土地？,答：500头的养殖户，如果是猪舍的建设，一般是3亩左右。
2016-12-12,13、公司在发展中有没有给农户提供金融服务？,答：目前做得比较少，主要是为有困难的合作农户提供无息贷款。
2016-12-12,12、公司在肉猪出栏的重量有没有计划？,答：我们的肉猪体重会比以前重，现在大概是230斤出栏，今后会向260斤体重发展。我们主要是通过提高育种技术、营养技术、防疫管理和饲养管理等手段，不断提升养殖效率。
2016-12-12,11、我们是怎样考虑下游的屠宰等深加工环节？,答：屠宰加工我们已经发展了十几年，但是规模不大，主要是供应香港的肉鸡。今后的发展趋势，应该也是养殖和屠宰加工等全产业链的对接，因此我们也会探索下游产业的发展。
2016-12-12,10、猪周期接下来会有什么变化？,答：最近越来越多的散户退出了养殖行业，集中化、规模化养殖是大趋势。以后由于养猪业的门槛高，进入养殖行业一般都是大企业和大资本，而且越来越多，集中化、规模化养殖也会越来越多。我国商品肉猪供应还是充足的，但会偏紧。所以猪周期有可能变长、变平缓。
2016-12-12,8、行业内其他企业是否会争夺养户成为其合作农户？,答：这种情况出现比较少。养殖业空间大，而且大部分企业一般都是在各自的经营半径内发展。个别地区即使出现争夺的情况，也是极个别现象，不会持续。
2016-12-12,15、我们合作农户的养殖规模，有没有限制？,答：我们以前发展的合作农户，一般的养殖规模在每批500头左右。现在发展的农户，规模需要达到每批1000头。
2016-12-12,6、我们和农户之间的委托养殖费用是怎样确定的？,答：会综合评估市场情况、现阶段社会物价水平等因素而定。我们实行一批一签的原则，正常情况下，农户只要用心养殖，都能达到上市率等指标，达到我们的标准。目前，每头猪的平均委托养殖费用约为230元，每只鸡的平均委托养殖费用约为3元。
2016-12-12,5、合作养户是否一定有养殖经验？,答：不一定，有无经验均可，主要是要勤劳，热爱养殖行业。
2016-12-12,4、公司养猪出栏量目标是什么？,答：目前我们占全国出栏量的2%左右，目标是10%左右，之后目标待定。
2016-12-12,3、在合作养殖中，农户具体负责哪些工作？,答：在合作过程中，农户主要是负责建设自己的养殖场地、提供劳动力。
2016-12-12,2、企业养猪年出栏量的规划是怎样的？养殖成本有无变化？,答：我们的规划是在2019年，出栏商品肉猪是2750万头。我们养殖成本的控制是比较好的，有完善的产业链，从育种、营养、饲养管理、防疫管理、环保、信息化建设都有配套业务，全程监控产、供、销，肉猪养殖的上市率和料肉比在国内处于领先水平。另外，我们实施的集中采购，也大大降低了经营的成本。公司是农业科技服务平台，我们提供猪苗、饲料、疫苗和服务，委托农户养殖，实现双赢。
2016-12-12,1、温氏的“公司+农户”模式有哪些优势？,答：温氏模式已经践行了30多年，总结起来有三点：一是利益平衡，始终将养户收益保持在合理水平，能够让合作的农户得到稳定、持续的收益；二是企业实力，经过30年来的积累，特别是上市后，我们的资金实力、保障体系具有很强的竞争力，即使在行情波动的时候，也能充分保障养户利益；三是技术水平，养猪看起来低端，实则科技含量很高，从育种、营养、动物防疫、饲养管理等多方面，都需要高科技来支撑。
2016-12-12,7、养殖成本主要是什么？,答：主要是饲料成本。
2016-12-24,14、农户建设猪场的资金来源是什么？,答：主要由农户自己筹集；公司视实际情况课提供一定的免息贷款；地方政府补贴。
2016-12-24,15、种猪场建设周期如何？,答：从起步选址到出栏第一批猪苗，需要约3年时间；一般种猪场满负荷后可年出栏50万头猪苗，这需要约5年时间。
2016-12-24,16、公司产能扩张有无障碍？,答：暂没有遇到障碍。
2016-12-24,17、230元的委托养殖费用的定价依据是什么？,答：公司与农户签订委托养殖合同约定回收的价格，上市产品总收入减去饲养期间所领取的物料总费用即为其养殖总收益。还会综合考虑农户自己养猪的头均利润、人力成本、建设成本，以及当地的物价水平等。
2016-12-24,20、公司非公开发行股票一事进度如何？,答：已获中国证监会审核通过，正等待批文。
2016-12-24,19、公司上市后，原始股东的心态会不会有变化？,答：公司实行全员持股制度，在员工看来，人人自己都是老板。解禁后，员工股东减持的不多，他们信任并看好自己的公司，把长期持有公司股票当作最好的投资方式。
2016-12-24,21、如何评价公司股票？,答：是个价值高地、价格洼地，是只好股票。
2016-12-24,22、公司固定资产投资方向是什么？,答：主要是加快发展养猪业等主产业。
2016-12-24,18、公司养鸡业务情况如何？,答：黄鸡出栏量在禽流感事件后减产，目前保持每年约10%的增长。目前有黄鸡北上的趋势。
2016-12-24,12、北方养猪成本和南方有差别吗？,答：南北方都采取“公司+农户”模式。北方原料价格有优势，有地产原料，需要配备保温设施；南方需要降温设施。综合看来，南北方养殖成本差别不大。
2016-12-24,13、合作农户来源是什么？,答：主要通过当地政府的帮助和引导、公司主动宣传、建立示范户、养户主动加盟等方式。
2016-12-24,10、环保政策对养猪业的影响如何？,答：对养猪业的影响是持续的。公司在环保处理方面做得很早，早些年有意识地将养殖环保处理能力打造成公司未来竞争力，设置了专门的科室开展环保工程的研发和管理工作。新建猪场必须按照环保要求建设，旧猪场按照要求改建。养猪业是朝阳行业，环保设施是硬指标，必须做好。
2016-12-24,9、公司种猪技术与美国相比如何？是否对外销售种猪？,答：接近世界先进水平。公司很少对外出售种猪，目前种猪供应相对偏紧，主要为自己的猪场做配套。
2016-12-24,8、公司其他养殖业务情况如何？,答;发展情况良好。如蛋鸡、牛等，在合适时机加快发展。
2016-12-24,7、饲料原料构成、价格如何？,答：猪饲料中，玉米约占60%，豆粕约占20%，其他原料约20%。在原料价格低的时候，我们会价格锁定更多原料。
2016-12-24,6、公司生鲜门店情况如何？,答：门店主要在深圳，已开门营业约50家，目前盈利情况不错，主要还在试验“公司+店主”模式能否成功。公司将稳步推进生鲜项目，初步计划在深圳拓展到300家左右。
2016-12-24,5、未来产能情况如何？东北区域情况如何？,答：生猪出栏量将每年保持约15%的增长。按照目前的产能布局，2018年开始，增量会多一点。在未来，东北养猪公司将有约1000万头的产能。
2016-12-24,4、与自繁自养的大规模养殖模式相比，“公司+农户”的最大优势在什么地方？,答：我们正在扩大“公司+农户”模式的养殖规模，农户普遍达到每批500头的产能，新建农户可以达到1000头。在国内很多地方，大规模、连片的土地紧缺，“公司+农户”利用农民的闲散土地和人力，在成本上有很大优势。公司是农业科技服务平台，农户提供的是固定资产和人工。综合来看，这种模式与国内的土地、人力现状相适应。
2016-12-24,3、猪价仍会维持高位吗？,答：行业给了我们机会，养猪门槛提高，能繁母猪和生猪存栏量都维持在低位，综合环保政策等因素，猪价或将维持在一个较好的稳定位置。
2016-12-24,2、眼下的猪周期会长时间持续吗？,答：与以前相比，现在的猪周期会有所不同。造成猪周期的重要原因之一是散户的快进快出，而现在养猪的环保门槛大为提高，进出养猪行业都不容易。
2016-12-24,1、在养猪方面，公司在行业中的成本优势有多大？,答：公司养猪成本约为6元/斤。公司在一些关键指标上做得较好，如PSY达到约24，料肉比约2.4:1，处于国内领先水平。
2016-12-24,11、农户做环保设施，公司是否会给补贴？,答：建设费用由农户承担。公司会视情况给予一定照顾补贴，主要体现在委托养殖费用上。
2017-02-19,3、如何看待自繁自养模式？公司有无自繁自养打算？,答：自繁自养模式与“公司+农户”各有所长，很多地方大规模、连片的土地紧缺，“公司+农户”利用农民的闲散土地和人力，在成本上有很大优势；暂无自繁自养打算。
2017-02-19,4、出栏生猪如何运输？费用如何结算？,答：公司为客户提供稳定货源，客户缴纳货款，之后根据公司统一安排，在合作农户处领出生猪并自行运走。
2017-02-19,5、有无合作农户环保不达标？,答：每批生猪养殖前签订委托养殖合同，约每半年一签。在与合作农户签订合同前，公司会派专人对环保处理设施进行考察验收，完全达标才与之合作。
2017-02-19,6、对粪污是如何处置的？,答：根据国家的相关法律法规和畜禽养殖行业污染物防治技术规范，结合公司养殖场的具体情况，遵循“资源化、生态化、无害化、减量化”原则，采用雨污分离、粪尿分离、饮排水分离等先进的技术手段，从源头上减少畜禽养殖场污染物的排放。
2017-02-19,2、公司现有农户多少？数量是否会增加？,答：现有合作农户约5万人。农户增量取决于生猪出栏量的增长，随着产能持续提高，合作农户数量也会随之增加。
2017-02-19,9、给农户的委托养殖费用的定价依据是什么？,答：公司与农户签订委托养殖合同约定回收的价格，上市产品总收入减去饲养期间所领取的物料总费用即为其养殖总收益。还会综合考虑农户自己养猪的头均利润、人力成本、建设成本，以及当地的物价水平等。
2017-02-19,10、公司是否使用大华农的疫苗？,答：公司使用的疫苗有大华农事务部生产的，也有外面采购的。有部分疫苗我们没有拿到生产批文，所以只能外购。
2017-02-19,11、公司是否做屠宰等深加工环节？,答：我们的屠宰加工已发展十几年，但规模不大，主要是供应香港的肉鸡。按照今后的发展趋势，我们可能继续探索，做好全产业链的对接。
2017-02-19,7、公司生猪出栏量是否会有大幅提升？,答：生猪出栏量将稳步保持在每年约15%的增长，2018年增量可能略多。
2017-02-19,1、现在一般的合作户，以500头为例，需要多少土地和建设成本？,答：500头的养殖户，如果是猪舍的建设，一般是3亩左右，建设成本约30万元。
2017-02-19,8、公司种猪是从国外引进的吗？,答：公司的原种猪有少部分从国外引进，大部分由公司自己选育和繁殖。公司有核心的种猪群，有自己的核心原种猪场，这是我们的核心竞争力之一。
2017-02-19,10、公司是否使用大华农的疫苗？,答：公司使用的疫苗有大华农事务部生产的，也有外面采购的。有部分疫苗我们没有拿到生产批文，所以只能外购。
2017-02-19,1、现在一般的合作户，以500头为例，需要多少土地和建设成本？,答：500头的养殖户，如果是猪舍的建设，一般是3亩左右，建设成本约30万元。
2017-02-19,2、公司现有农户多少？数量是否会增加？,答：现有合作农户约5万人。农户增量取决于生猪出栏量的增长，随着产能持续提高，合作农户数量也会随之增加。
2017-02-19,11、公司是否做屠宰等深加工环节？,答：我们的屠宰加工已发展十几年，但规模不大，主要是供应香港的肉鸡。按照今后的发展趋势，我们可能继续探索，做好全产业链的对接。
2017-02-19,4、出栏生猪如何运输？费用如何结算？,答：公司为客户提供稳定货源，客户缴纳货款，之后根据公司统一安排，在合作农户处领出生猪并自行运走。
2017-02-19,3、如何看待自繁自养模式？公司有无自繁自养打算？,答：自繁自养模式与“公司+农户”各有所长，很多地方大规模、连片的土地紧缺，“公司+农户”利用农民的闲散土地和人力，在成本上有很大优势；暂无自繁自养打算。
2017-02-19,6、对粪污是如何处置的？,答：根据国家的相关法律法规和畜禽养殖行业污染物防治技术规范，结合公司养殖场的具体情况，遵循“资源化、生态化、无害化、减量化”原则，采用雨污分离、粪尿分离、饮排水分离等先进的技术手段，从源头上减少畜禽养殖场污染物的排放。
2017-02-19,7、公司生猪出栏量是否会有大幅提升？,答：生猪出栏量将稳步保持在每年约15%的增长，2018年增量可能略多。
2017-02-19,8、公司种猪是从国外引进的吗？,答：公司的原种猪有少部分从国外引进，大部分由公司自己选育和繁殖。公司有核心的种猪群，有自己的核心原种猪场，这是我们的核心竞争力之一。
2017-02-19,9、给农户的委托养殖费用的定价依据是什么？,答：公司与农户签订委托养殖合同约定回收的价格，上市产品总收入减去饲养期间所领取的物料总费用即为其养殖总收益。还会综合考虑农户自己养猪的头均利润、人力成本、建设成本，以及当地的物价水平等。
2017-02-19,5、有无合作农户环保不达标？,答：每批生猪养殖前签订委托养殖合同，约每半年一签。在与合作农户签订合同前，公司会派专人对环保处理设施进行考察验收，完全达标才与之合作。
2017-04-11,9、环保对公司产能扩张有限制吗？,答：公司涉足环保领域多年，技术方案、工艺流程很成熟，政策变化对公司影响不大；环保要求提高后，我们严格按照相关法规执行，全部达到环保要求后才进行生产，短期上看新建猪场的生产进度变慢，但长期不会有太大影响。作为负责任的上市公司，我们会严格落实环保要求。
2017-04-11,14、公司在生鲜项目中的盈利情况如何？,答：营销公司在生鲜项目中毛利率约6%。营销公司的收入来自卖给门店货物的货款，项目前目处于起步阶段，优惠活动多，各种费用开支大，模式成熟后很多环节将出现赢利点。
2017-04-11,13、去年生鲜店的盈利情况如何？未来2-3年规划如何？,答：生鲜门店平均毛利率约20%；规划上采取先珠三角、再广东、再全国的发展步骤。
2017-04-11,12、公司新建产能情况如何？新建养殖场折旧如何计算？目前饲料价格是否会推高成本？,答：2016年公司新竣工约380万头产能，新竣工35个猪场，这些猪场今年可以正式投入使用。380万头指的是竣工产能，从饲养母猪开始，到产下仔猪提供给合作农户育肥，这其中需要约一年半的时间才能出栏肥猪。新建养殖场的费用开支放由企业作为费用当年处理，新场正式投产后，作折旧处理，成本逐渐降低。从饲料原料构成来看，玉米所占比重比较大，目前市场玉米价格有下降，豆粕价格也下降，今年饲料成本要低于去年。
2017-04-11,10、2017年公司生猪出栏量如何？,答：近年公司生猪出栏增量持续稳定，今年将继续保持超过10%的增长。
2017-04-11,8、现在猪的养殖成本多少钱？给农民的委托养殖费用是多少？,答：猪的综合成本约6元/斤，现在新场建设较多，折算建设费用后成本高一些，旧场成本在5.6元-5.8元/斤左右。目前支付给农户的委托养殖费用约250元/头。公司2016年出栏的1713万头全是商品肉猪，公司的仔猪全部提供给合作农户饲养，不出售种猪、母猪、仔猪。
2017-04-11,11、董事长变动对公司有什么影响吗？,答：原董事长温鹏程将把更多精力放在战略发展方面。公司要打造百年企业，就要有更高的要求、更大的格局，温志芬先生更加年轻，知识结构更符合现代企业发展的节奏，这有利于公司更长远的发展。从公司长远发展看，这是个利好消息。
2017-04-11,6、未来两三年，新的配套业务会不会反映在公司业绩上？,答：相关配套业务一旦磨合好，发展速度很快，但这需要一定时间。从公司历史上看，养猪业起步后稳步发展，直到2005年也只有不到100万头产量，但步入成熟期以后出栏量突飞猛进。
2017-04-11,5、今年生猪出栏价预计怎么样？公司会不会像行业内其他企业一样往高端化发展？,答：目前生猪价格月16元/kg，今年应该维持比较稳定的价格。公司也在考虑高端化问题，以前公司提供的猪肉主要是面向大众市场，需求量很大，是未来发展的基础业务；高端化产品是新需求，目前生鲜门店就提供了公司的高端肉猪——天露黑猪，它占据门店收入的一定比例，毛利率较高。同时，高端肉猪养殖难度较大，因此总体所占比例不会很大。
2017-04-11,4、公司理想状态下屠宰规模多大？,答：屠宰业务要结合物流配送体系，这要求我们更注重管理，利用好现有资源，完善食品提供商的产业链布局。
2017-04-11,3、根据2016年年报，公司第四季度净利润只有十几亿，比前三季少一些，原因是什么？鸡的成本是多少？公司有考虑屠宰等配套业务吗？,答：12月鸡价较低，公司做了肉鸡、肉鸭计提减值准备，此外计提年度绩效考核奖金。鸡的成本5.6-5.7元/斤。未来养猪业务的发展需要屠宰、配送等环节，特别是随着生鲜门店项目的实施，下一步公司将逐渐配套屠宰业务。
2017-04-11,2、2016年投资收益比2015年略降，是什么原因？,答：2015年有牛市行情的因素，后期出于控制风险的考虑，我们较少做定增；2016年投资项目较少，主要是定增的减少。综合来看，市场行情波动会影响我们投资的进度，2012年至2014年市场比较稳定；2015年市场一度火爆，4000点以上我们采取比较谨慎的策略；2016年在二级市场做了一些布局。
2017-04-11,1、2016年公司金融板块发展如何？,答：目前公司金融板块逐年发展、逐年扩大，金融业务有着特殊性，一些已投资项目不会马上变现。公司所投项目中，目前有一个PE项目已经上市，还有一些项目已经进入IPO排队。未来，公司将加大投资量，增加股权投资的项目；逐步布局证券投资，在定增、二级市场业务稳定开展，逐步增量；新三板投资稳步布局。公司金融板块收益比较稳定，不会太大波动。
2017-04-11,7、市场猪价波动比较大，公司会不会考虑调控出栏量？,答：生猪出栏量稳步增加，不会因为市场价格而刻意去调整生产计划，不赌猪周期。种猪场按照施工进度，达到养殖条件就会进行生产。
2017-04-14,12、如何看待养鸡业行情？,答：行业在转型，2016年养鸡盈利情况正常。受去冬今春的H7N9事件影响，一季度养鸡业产生亏损，这是正常的行业周期，未来有望迎来触底反弹。
2017-04-14,11、环保政策的变化对公司哪些区域产生影响？,答：在新的环保政策出台后，公司个别猪场被划进禁养区，我们已主动关停，目前公司全部养殖场符合最新的环保要求。公司养殖场严格按照国家及地方的环保法律法规进行选址、建设和生产，环保政策加码对公司来说是利好。
2017-04-14,10、公司在融资方面的信用情况如何？,答：公司现金流充裕，目前没有银行贷款；债权发行人评级为AAA等级。
2017-04-14,9、生鲜门店未来规划如何？,答：截至2016年底，已开业门店56间。目前仍在模式探索阶段，待模式成熟可复制后，全年拓展珠三角，进而布局全国。
2017-04-14,8、生鲜门店盈利情况如何？具体如何合作？,答：目前主要布局在深圳，单店每月营收约30万，毛利率约20%。店主可以获得经营毛利、绩效奖励和部分帮扶补贴，加盟单店一次性投入二三十万。合作方式上采用“公司+店主”方式，移植了“公司+农户”的模式经验，参考公司对合作农户的管理办法和结算、补贴政策，进行合作门店的管理。门店主要开在人流密集的社区、市场周边，由店主寻找店面，公司进行考察，确认可行后合作开店，公司给予品牌、商品、人员培训、信息化管理等全方位的支持。商品品类主要以公司生产的肉、蛋、奶等为主，所有商品由公司定价，定期在公司批准下开展促销活动。
2017-04-14,7、公司生猪养殖中的成本结构如何？,答：饲料成本约占六成，委托养殖费用约占两成，药物及疫苗约占5%。
2017-04-14,6、公司料肉比、PSY分别是多少？,答：料肉比平均约2.5，PSY平均约24。
2017-04-14,4、出栏量稳步增长，但公司合作农户数量近年来保持相对稳定，为什么？,答：农户单批出栏的商品肉猪数量在提升。之前农户单批产能300头，逐渐向500头、1000头产能提高，有的合作农户达到两三千头的产能。
2017-04-14,3、给农户的委托养殖费用近年来一直在提升？,答：委托养殖费用稳步提高，综合考虑合作农户投入增加、物价上涨等因素，从原来的150元/头逐渐提高至目前的约240元/头。此外，出栏肉猪的体重也在增加，这也是委托养殖费用提高的原因之一。
2017-04-14,2、到2019年，计划出栏多少？,答：2019年是公司“四五”计划的完成之年，预计出栏肉猪2750万头。
2017-04-14,1、未来几年产能扩展计划如何？,答：从产量上看，商品肉猪保持约10%以上的增长，商品肉鸡朝着屠宰型方向发展；从区域上看，东北、西南、华中是重点发展区域。
2017-04-14,5、商品肉猪出栏体重为何提高了？,答：主要是市场需求决定的，如西南、湖北等地，当地客户出于屠宰成本、消费习惯等考虑，更喜欢体重大的猪。通过提高育种技术、提升生产性能、适当调整饲养天龄等措施，出栏肉猪体重提高到约250斤/头。公司今后的策略将是“养大猪、养好猪”。
2017-04-22,8、公司是否遇到过阶段性困难？,答：1997年公司养猪业刚起步，面临过技术等难题。但公司拥有模式、管理等方面的优势，在育种、营养、饲养等技术方面迅速提高，很快进入加速发展期，出栏量倍增，近年来发展态势良好，养猪技术全国领先。
2017-04-22,11、店主盈利情况如何？,答：生鲜门店店主毛利率约20%。
2017-04-22,10、生鲜门店店主如何加盟合作？,答：店主物色店面，公司派专人进行考察评估。店面一般位于社区、市场周边等人流密集区，有稳定客源；店面考察通过后，店主与房东签订租赁合同，公司再与店主签订加盟合同；按照公司统一要求，统一使用公司品牌，公司进行业务培训，店主对店面进行装修，完成设备安装；公司进行验收，达到标准后批准开业。开业后，公司的肉、蛋、奶、鸡、鸭、鱼及其加工品进入门店，所有产品由公司定价；根据基于信息化系统的大数据分析，公司通盘掌握该门店的销售情况、产品品类情况，结合促销管理员和店主经验，调整该门店整体供应量和每一类产品供应量，所有产品必须当天卖完不过夜。
2017-04-22,9、接下来生猪价格是否会趋于平稳？,答：随着散户加速退出、规模化猪场的增多，生猪价格周期性波动将会变得平缓。
2017-04-22,12、公司在生鲜门店项目的盈利情况如何？,答：公司盈利主要来源于产品销售盈利，门店进货价和公司成本价之间的差价即为毛利。未来将产生产品边际效益，主要来自屠宰、深加工等环节；品牌溢价将使公司品牌影响力整体提升，拉动公司产品价值与价格的提高。
2017-04-22,7、一般什么因素会影响养猪业发展？,答：主要是种猪场建设，种猪场从建设到产出仔猪，需要一定时间。目前公司正在全国多地加快种猪场建设。
2017-04-22,4、最新环保政策对公司有无影响？,答：公司个别猪场被划进禁养区，我们已主动关停，目前公司养殖场符合最新的环保要求。公司养殖场严格按照国家及地方的环保法律法规进行选址、建设和生产，环保政策加码对公司来说是利好。
2017-04-22,5、如何保障合作农户的稳定性？,答：公司充分保障合作农户的合法权益，历经多次行业波动，即使在行情不好时，也按照合同支付委托养殖费用给农户，保证农户收入；稳步提高委托养殖费用，调动农户积极性，从早些年的150元/头提高到目前的240元/头。公司在全国各地发展多年，信誉良好，农户愿意与公司长期合作，目前公司合作农户数量稳步提升。
2017-04-22,3、公司未来生猪出栏量如何规划？,答：每年保持10%左右的增长。
2017-04-22,2、农户需要投入多少？公司成本多少？,答：硬件投入方面，约600元/头的资金投入。以500头产能的合作家庭农场为例，前期需要约30万元的资金投入，每年出栏两批，共出栏约1000头商品肉猪。公司商品肉猪成本约6元/斤，这包含了所有经营支出、委托养殖费用等综合成本。
2017-04-22,1、公司所有养殖业务都使用“公司+农户”模式吗？给农户的费用是多少？,答：公司养猪、养鸡、养鸭等业务均采用“公司+农户（或家庭农场）”模式，由于政策要求，供港肉鸡为公司自己饲养。公司与合作农户是委托养殖关系，2016年支付给农户的委托养殖费用，猪约240元/头，鸡约3元/只。
2017-04-22,6、养猪业如何维持在较低成本？,答：成本控制是一个系统化工程。公司在品种繁育、种苗生产、饲养生产、饲养管理、疫病防治、产品销售等环节均处于行业领先水平，整体降低了成本。
2017-04-27,1、养猪业方面，公司未来扩展计划如何？,答：按照我们的“四五规划”，到2019年上市商品肉猪2750万头，公司正在抓紧建设，努力完成目标。
2017-04-27,2、给农户的委托养殖费用有提升吗？,答：这几年，支付给合作农户的委托养殖费用在稳步提高，以养猪为例，从原来的150元/头逐渐提高至目前的约240元/头。3、公司除了“公司+农户”模式以外，有没有自繁自养模？ 答：公司养猪、养鸡、养鸭等业务均采用“公司+农户（或家庭农场）”模式。而由于政策要求，供港肉鸡为公司自己饲养。
2017-04-27,4、与公司合作的农户，他们需投入多少资金？公司有无提供资金帮助？,答：合作的家庭农场固定资产投入约600元/头。以1000头产能的合作家庭农场为例，前期需要约60万元的资金投入，每年出栏两批，共出栏约2000头商品肉猪。公司会视合作农户的情况进行帮助，但不一定是资金。
2017-04-27,5、环保政策的进一步落实，对公司的影响如何？,答：环保政策的执行，对公司是一个机遇。目前，暂时没有受到大的影响，公司个别猪场被划进禁养区，我们已主动关停。公司养殖场严格按照国家及地方的环保法律法规进行选址、建设和生产，目前公司养殖场符合最新的环保要求。6、公司对下半年的生猪价格怎样看？ 答：随着散户加速退出、规模化猪场的增多，生猪价格周期性波动将会变得平缓。
2017-05-12,生鲜门店项目进展如何？,答：项目进展比较顺利，至4月底，已开业门店约80家，近期广州又新开两家门店。项目开展以来，有意向加盟者很多，公司主要从优质发展角度考虑，注重对门店选址、店主条件等方面的考察，完全符合条件后方与其合作。随着新开门店数量的增多，将大大促进公司配套业务发展，如乳业业务，目前奶制品在生鲜门店销售情况良好，消费者评价很高。
2017-05-12,目前散户在减少，合作农户是否好找？,答：主要通过当地政府的帮助和引导、公司主动宣传、建立示范户、农户主动加盟等方式进行推广和发展合作农户。每到一地发展，公司注重加强与当地政府的沟通，特别是“公司+农户（或家庭农场）”模式，为当地解决了大量劳动力。因环保等问题而退出的散户，也可与公司合作，公司指导其进行升级改造、上马环保设施，在完全符合环保要求后开展生猪养殖。目前，公司合作农户数量每月都在稳步增加，2016年，共有合作家庭农场5.86万户。
2017-05-12,公司养猪业务的产能规划，是否能按时完成？,答：按照公司的“四五”计划，2019年出栏商品肉猪2750万头，目前该计划正在实施完成之中。公司发展既要战略考量，又要脚踏实地做好中短期规划，因此公司从2000年开始就以每五年为一个周期制定生产发展规划，目前是第四个“五年”规划，从过往的三个“五年”规划实施情况来看，公司的规划一般都超额完成。养殖业有着产业发展特殊性，需提前进行项目布局，从规划立项、到开工建设、再到竣工达产，需要一定时间。目前公司正在全国多地布局新项目，产能将在未来几年进一步显示出来，公司有信心在2019年完成出栏商品肉猪2750万头的目标。
2017-05-12,2、出栏生猪体重是否有变化？,答：由于市场需求、地区偏好等原因，公司出栏商品肉猪体重从以前的230斤/头，逐步提高到240斤/头以上。在生猪价格相同的情况下，单头猪销售收入提高。目前公司已对饲养技术做了优化调整，在生猪体重提高的同时，继续保持高质量。
2017-05-15,13、公司将来会向产业链下游的屠宰加工业发展吗？,"答:公司已经在屠宰加工业探索发展了十几年,目前取得一定成绩,但与主产业相比,业绩占比仍比较低。未来公司将进一步加大发展力度。"
2017-05-15,20、公司对未来猪价、鸡价怎么看？,答:公司对价格保持乐观。公司坚持做好生产管理和经营管理，坚持技术创新，通过管理和技术的提高，降低生产成本，提高经营业绩。
2017-05-15,19、公司养鸡业如何转型升级？,答:一是根据市场需求调整饲养品种结构；二是与大型机关采购、大宗采购签订销售合同，以销定产；三是积极探索屠宰、深加工、生鲜门店等销售模式。
2017-05-15,18、公司未来发展规划如何？,答: 到2019年，预计出栏肉猪2750万头。同时，养鸡业正在加快转型升级、各配套业务正在加快发展。
2017-05-15,17、换帅对公司运营有何影响？,答: 对公司长远发展来说应该是个利好。公司要打造百年企业，就要有更高的要求、更大的格局，温志芬先生更加年轻，知识结构更符合现代企业发展的节奏，这有利于公司更长远的发展。同时，原董事长温鹏程辞职后可以把更多精力放在战略发展研究方面，通过董事会为公司的发展出谋划策。
2017-05-15,16、公司最大的优势在哪？,答:一是公司的发展模式非常契合中国的国情，公司发展迅猛；二是公司创业之初即实行全员持股，员工创业热情极大提高，即使现在公司员工持股占比仍很高；三是，公司秉承良好的企业文化，在公司发展过程中得到员工、股东、客户、社会人士等各界合作者的广泛支持。
2017-05-15,21、针对不同行业周期，公司怎么应对和规避风险？,答:养鸡业的周期性和养猪业的不完全一致，这可以平滑不同行业的周期性影响。公司养鸡业规模总体保持平稳扩大，养猪业正在加快发展，其他养殖业务和配套业务体量也正在稳步增长，业绩平滑度力度不断加大。公司正在规划将养殖产业链做进一步延伸，未来将从养殖生产型公司向食品供应服务公司转型，加大力度构建流通配送体系，进一步破解养殖行业的周期性影响。
2017-05-15,15、目前公司支付合作养猪农户的委托养殖费用达240元/头，请问此时公司每头肉猪的利润会达到多少？,答: 公司的盈利根据市场价格有所波动。具体的盈利决定于市场价格。
2017-05-15,14、环保政策对公司的影响如何？,答: 公司很早以前就对养殖环保工作高度重视并认真落实，在技术方案、工艺流程都很成熟，政策变化对公司影响不大。环保要求提高后，我们严格按照相关法规执行，全部达到环保要求后才进行生产，短期上看新建猪场的生产进度变慢，但长期不会有太大影响。公司一如既往地严格落实环保要求。
2017-05-15,12、公司养猪业、养鸡业每年出栏量增长率大概是多少？,    答:养猪业出栏量保持每年约10%左右的增长率，养鸡业视转型升级的进度及效果而定，目前暂时保持稳定发展，2016年公司上市商品肉鸡8.19亿只。
2017-05-15,公司肉鸡销售占广东市场多少？占全国市场多少？,答：占广东市场约20%，占全国市场约10%。这个市场总量包括黄羽鸡和白羽鸡。
2017-05-15,10、合作农户的养殖费用调整的依据是什么？,答:公司合作农户养殖费用的调整是根据全国居民的收入水平、当地物价水平、养殖天龄等进行的，到目前为止，费用曲线呈逐渐上升的趋势。
2017-05-15,黄羽鸡的合理利润是多少？,答:我们认为是1元/只左右。
2017-05-15,黄羽鸡或白羽鸡将来会有完全替代对方的趋势吗？,答:我们认为不会。两者消费受众不一样，市场定位不一样、并且各有优缺点，暂时无法完全取代。目前有黄鸡北上、白鸡南下的趋势，将来也会是共荣共存的局面。
